Nombre producto,id,Material,Package Color,Packaging,Capacity,Botella cap,Brand,Reference,Dirt,Product category,,,,,,,,,,,,,,,
Generic Coin,1897,METAL,N/A,Moneda,N/A,N/A,N/A,Monedas,FALSE,,,,,,,,,,,,,,,,
Listerine Bottle,1898,PLÁSTICO,Transparente,Envase,N/A,TRUE,Listerine,Botella Listerine,FALSE,,,,,,,,,,,,,,,,
Listerine Bottle,1899,PLÁSTICO,Transparente,Envase,N/A,FALSE,Listerine,Botella Listerine,FALSE,,,,,,,,,,,,,,,,
Soda Botánica Seltzer Inaam Sandía-Menta-Limón 269 ml,1900,ALUMINIO,Rojo Metalizado,Lata,269 ml,N/A,Inaam,Sandía-Menta-Limón,FALSE,Gaseosa,,,,,,,,,,,,,,,
Zumo de Uva Zuvida 237 ml,1901,PLÁSTICO,Translúcido,Envase,237 ml,TRUE,Zuvida,Uva,FALSE,Jugo,,,,,,,,,,,,,,,
Zumo de Uva Zuvida 237 ml,1902,PLÁSTICO,Translúcido,Envase,237 ml,FALSE,Zuvida,Uva,FALSE,Jugo,,,,,,,,,,,,,,,
Barra de cereal Fit Graan Arándanos 23 g,1903,PLÁSTICO,Rojo y blanco,Envoltorio,23 g,N/A,Fit Graan,Arándanos,FALSE,,,,,,,,,,,,,,,,
Chicle Extra Sandía 15 unidades ,1904,CARTÓN,Rojo y verde,Caja,15 unidades,N/A,Extra,Long lasting flavor,FALSE,,,,,,,,,,,,,,,,
Gaseosa Manzana Pool 250 ml,1905,PET,Transparente,Botella,250 ml,TRUE,Pool,Manzana,FALSE,Gaseosa,,,,,,,,,,,,,,,
Gaseosa Manzana Pool 250 ml,1906,PET,Transparente,Botella,250 ml,FALSE,Pool,Manzana,FALSE,Gaseosa,,,,,,,,,,,,,,,
Agua Tónica Schweppes 269 ml,1907,ALUMINIO,Amarillo brillante,Lata,269 ml,N/A,Schweppes,Agua Tónica,FALSE,Agua,,,,,,,,,,,,,,,
Bebida Aloe Vera + Chía Okey 300 ml,1908,PET,Transparente,Botella,300 ml,TRUE,OKEY,Sin azucar,FALSE,Hidratante,,,,,,,,,,,,,,,
Bebida Aloe Vera + Chía Okey 300 ml,1909,PET,Transparente,Botella,300 ml,FALSE,OKEY,Sin azucar,FALSE,Hidratante,,,,,,,,,,,,,,,
Agua carbonatada Peppermint and Cucumber Sommet 269 ml ,1910,ALUMINIO,Verde metalizado,Lata,269 ml,N/A,Sommet,Peppermint and Cucumber,FALSE,Agua,,,,,,,,,,,,,,,
Detergente Bonaropa,1911,PLÁSTICO,Colorido opaco,Botella,N/A,FALSE,Bonaropa,Detergente,FALSE,,,,,,,,,,,,,,,,
Tarjetas,1912,CARNÉT,N/A,Lámina,N/A,N/A,N/A,"Cédulas, carnés, tarjetas débito/crédito, entre otros de este tipo",FALSE,,,,,,,,,,,,,,,,
Yogur con Hojuelas Azucaradas Super Boom Colanta 170 g,1913,MIXTO_RECICLABLE,Colorido brillante,Envase,170 g,TRUE,Colanta,Hojuelas Azucaradas,FALSE,Yogur,,,,,,,,,,,,,,,
Yogur con Hojuelas Azucaradas Super Boom Colanta 170 g,1914,MIXTO_RECICLABLE,Colorido brillante,Envase,170 g,FALSE,Colanta,Hojuelas Azucaradas,FALSE,Yogur,,,,,,,,,,,,,,,
Generic plastic + aluminum,1915,MIXTO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,Plástico y aluminio,FALSE,,,,,,,,,,,,,,,,
Trululu Gomitas Fresitas 70 g,1916,PLÁSTICO,Rosado opaco,Envoltorio,70 g,N/A,Trululu,Fresitas,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Chusquitas Mamá Inés 110 g,1917,PLÁSTICO,Transparente,Envoltorio,110 g,N/A,Mamá Inés,Con sabor de hogar,FALSE,Snacks,,,,,,,,,,,,,,,
OMI Limonada 600 ml,1918,PET,Transparente claro,Botella,600 ml,FALSE,OMI,Limonada,FALSE,Gaseosa,,,,,,,,,,,,,,,
Rosquitas Horneadas Sanissimo 20 g,1919,PLÁSTICO,Amarillo opaco,Envoltorio,20 g,N/A,Sanissimo,"Yuca, chía y quinua",FALSE,Snacks,,,,,,,,,,,,,,,
Bebida Saviloe 420 ml,1920,PET,Verde Translúcido,Botella,420 ml,TRUE,Saviloe,,FALSE,Hidratante,,,,,,,,,,,,,,,
Bebida Saviloe 420 ml,1921,PET,Verde Translúcido,Botella,420 ml,FALSE,Saviloe,,FALSE,Hidratante,,,,,,,,,,,,,,,
Bebida Saviloe 320 ml,1922,PET,Verde Translúcido,Botella,320 ml,TRUE,Saviloe,,FALSE,Hidratante,,,,,,,,,,,,,,,
Bebida Saviloe 320 ml,1923,PET,Verde Translúcido,Botella,320 ml,FALSE,Saviloe,,FALSE,Hidratante,,,,,,,,,,,,,,,
Generic Saviloe Bottle,1924,PET,Verde Translúcido,Botella,N/A,TRUE,Saviloe,,FALSE,Hidratante,,,,,,,,,,,,,,,
Generic Saviloe Bottle,1925,PET,Verde Translúcido,Botella,N/A,FALSE,Saviloe,,FALSE,Hidratante,,,,,,,,,,,,,,,
Gaseosa Manzana Postobón 2.5 L,1926,PET,Transparente,Botella,2.5 L,TRUE,Postobón,Manzana,FALSE,Gaseosa,,,,,,,,,,,,,,,
Gaseosa Manzana Postobón 2.5 L,1927,PET,Transparente,Botella,2.5 L,FALSE,Postobón,Manzana,FALSE,Gaseosa,,,,,,,,,,,,,,,
Generic Kalá plastic package,1928,PLÁSTICO,N/A,Envoltorio,N/A,N/A,Kalá,,FALSE,Galletas,,,,,,,,,,,,,,,
Cinta usada,1929,NO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,,FALSE,,,,,,,,,,,,,,,,
Ginger Soda Inaam 269 ml,1930,ALUMINIO,Verde oscuro,Lata,269 ml,N/A,Inaam,Ginger soda,FALSE,Gaseosa,,,,,,,,,,,,,,,
Jugo de Frutos Tropicales Hit 500 ml,1931,PET,Transparente,Botella,500 ml,FALSE,Hit,Frutos Tropicales,FALSE,Jugo,,,,,,,,,,,,,,,
Avellanas Crocantes La Especial 100 g,1932,PLÁSTICO,Negro y rojo,Envoltorio,100 g,N/A,La Especial,Avellanas crocantes cubiertas con chocolate,FALSE,,,,,,,,,,,,,,,,
Gomitas Splash Acid Grissly 70 g,1933,PLÁSTICO,Colorido brillante,Envoltorio,70 g,N/A,Grissly,Splash Acid,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Pastillas Línea Fresa Chao 14 g,1934,PLÁSTICO,Rojo opaco,Envoltorio,14 g,N/A,Chao,Línea Fresa,FALSE,,,,,,,,,,,,,,,,
Té Negro de Durazno Fuze Tea 400 ml,1935,PET,Transparente,Botella,400 ml,TRUE,Fuze Tea,Durazno,FALSE,Té,,,,,,,,,,,,,,,
Té Negro de Durazno Fuze Tea 400 ml,1936,PET,Transparente,Botella,400 ml,FALSE,Fuze Tea,Durazno,FALSE,Té,,,,,,,,,,,,,,,
Suero hidratante Mandarina Electrolit 625 ml,1937,PLÁSTICO,Transparente,Envase,625 ml,TRUE,Electrolit,Mandarina,FALSE,Hidratante,,,,,,,,,,,,,,,
Suero hidratante Mandarina Electrolit 625 ml,1938,PLÁSTICO,Transparente,Envase,625 ml,FALSE,Electrolit,Mandarina,FALSE,Hidratante,,,,,,,,,,,,,,,
Bolsa de Leche Entera Colanta 1 L,1939,PLÁSTICO,Blanco,Envoltorio,1 L,N/A,Colanta,Pasteurizada,FALSE,Leche,,,,,,,,,,,,,,,
Generic Trululu Plastic Wrapping,1940,PLÁSTICO,N/A,Envoltorio,N/A,N/A,Trululu,,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Yogurt Melocotón Latti Latti1000 ml,1941,PLÁSTICO,Beige,Envoltorio,1000 ml,N/A,Latti,Yogurt de Melocotón,FALSE,Yogur,,,,,,,,,,,,,,,
Cerveza Aguila Light,1942,ALUMINIO,Dorado metalizado,Lata,330 cm3,FALSE,Aguila,Light,FALSE,Cerveza,,,,,,,,,,,,,,,
Infusión Frutos Rojos Tosh 2.3 g,1943,PLÁSTICO,Colorido opaco,Envoltorio,2.3 g,N/A,Tosh,Frutos rojos,FALSE,,,,,,,,,,,,,,,,
Generic Inn Cola PET Bottle,1944,PET,Transparente,Botella,N/A,TRUE,Inn,Botella genérica Inn,FALSE,Gaseosa,,,,,,,,,,,,,,,
Generic Inn Cola PET Bottle,1945,PET,Transparente,Botella,N/A,FALSE,Inn,Botella genérica Inn,FALSE,Gaseosa,,,,,,,,,,,,,,,
Gomitas Sour Grissly,1946,PLÁSTICO,Colorido brillante,Envoltorio,72 g,N/A,Grissly,Sour,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Gaseosa Uva Inn 400 ml,1947,PET,Transparente,Botella,400 ml,TRUE,Inn,Uva,FALSE,Gaseosa,,,,,,,,,,,,,,,
Gaseosa Uva Inn 400 ml,1948,PET,Transparente,Botella,400 ml,FALSE,Inn,Uva,FALSE,Gaseosa,,,,,,,,,,,,,,,
Jugo de Pera Frutto 300 ml,1949,PET,Transparente,Botella,300 ml,TRUE,Frutto,Pera,FALSE,Jugo,,,,,,,,,,,,,,,
Jugo de Pera Frutto 300 ml,1950,PET,Transparente,Botella,300 ml,FALSE,Frutto,Pera,FALSE,Jugo,,,,,,,,,,,,,,,
Generic Electrolit Bottle,1951,PET,Blanco,Botella,N/A,TRUE,Electrolit,,FALSE,,,,,,,,,,,,,,,,
Generic Electrolit Bottle,1952,PET,Blanco,Botella,N/A,FALSE,Electrolit,,FALSE,,,,,,,,,,,,,,,,
La Fresita Paleta Mora 100g,1953,PLÁSTICO,Colorido opaco,Envoltorio,100 g,N/A,La Fresita,Mora,FALSE,,,,,,,,,,,,,,,,
Galletas Multicereal Miel Colombina 30 g,1954,PLÁSTICO,Colorido opaco,Envoltorio,30 g,N/A,Colombina,Miel,FALSE,Galletas,,,,,,,,,,,,,,,
Barra de cereal Oats & Corn Tosh 32 g,1955,PLÁSTICO,Verde brillante,Envoltorio,32 g,N/A,Tosh,Oats & Corn,FALSE,Snacks,,,,,,,,,,,,,,,
Galletas Avena y Granola Colombina 30 g,1956,PLÁSTICO,Colorido opaco,Envoltorio,30 g,N/A,Colombina,Avena y Granola,FALSE,Galletas,,,,,,,,,,,,,,,
Galletas Integrales Avena Yogur Crokan 168 g,1957,PLÁSTICO,Beige y azul,Envoltorio,168 g,N/A,Crokan,Yogur,FALSE,Galletas,,,,,,,,,,,,,,,
Nuez Partida La Vaquita 100 g,1958,PLÁSTICO,Verde brillante,Envoltorio,100 g,N/A,La Vaquita,Nuez,FALSE,Snacks,,,,,,,,,,,,,,,
Hit Jugo de Frutos Tropicales 1L,1959,TETRAPACK,Colorido opaco,Caja,1 L,TRUE,Hit,Frutos Tropicales,FALSE,Jugo,,,,,,,,,,,,,,,
Hit Jugo de Frutos Tropicales 1L,1960,TETRAPACK,Colorido opaco,Caja,1 L,FALSE,Hit,Frutos Tropicales,FALSE,Jugo,,,,,,,,,,,,,,,
Bandeja de aluminio sucia,1961,ALUMINIO,Plateado,N/A,N/A,N/A,N/A,Bandeja,TRUE,,,,,,,,,,,,,,,,
Galletas Integrales Avena Fresa Crokan 25 g,1962,PLÁSTICO,Beige y azul,Envoltorio,25 g,N/A,Crokan,Fresa,FALSE,Galletas,,,,,,,,,,,,,,,
Pedialyte Max Fresa500 ml,1963,PET,Translúcido,Botella,500 ml,TRUE,Pedialyte ,Fresa,FALSE,Hidratante,,,,,,,,,,,,,,,
Gatorade Blue Ice 500 ml,1964,PET,Transparente,Botella,500 ml,TRUE,Gatorade,Blue Ice,FALSE,Hidratante,,,,,,,,,,,,,,,
Gatorade Blue Ice 500 ml,1965,PET,Transparente,Botella,500 ml,FALSE,Gatorade,Blue Ice,FALSE,Hidratante,,,,,,,,,,,,,,,
Tampico Citrus Punch 250 ml,1966,PLÁSTICO,Transparente,Envoltorio,250 ml,N/A,Tampico,Citrus Punch,FALSE,Hidratante,,,,,,,,,,,,,,,
Bebida energizante Amper 473 ml,1967,ALUMINIO,Azul metalizado,Lata,473 ml,N/A,Amper,,FALSE,,,,,,,,,,,,,,,,
Agua Montefrío 600 ml,1968,PET,Transparente,Botella,600 ml,TRUE,Montefrío,,FALSE,Agua,,,,,,,,,,,,,,,
Agua Montefrío 600 ml,1969,PET,Transparente,Botella,600 ml,FALSE,Montefrío,,FALSE,Agua,,,,,,,,,,,,,,,
Lima de uñas,1970,CARTÓN,N/A,Lámina,N/A,N/A,N/A,Lima de uñas,FALSE,,,,,,,,,,,,,,,,
Gaseosa Manzana Postobón 3.125  L,1971,PET,Transparente,Botella,3.125 L,TRUE,Postobón,Manzana,FALSE,Gaseosa,,,,,,,,,,,,,,,
Gaseosa Manzana Postobón 3.125  L,1972,PET,Transparente,Botella,3.125 L,FALSE,Postobón,Manzana,FALSE,Gaseosa,,,,,,,,,,,,,,,
Jarabe Cinaflox 120 ml,1973,PET,Blanco,Botella,120 ml,TRUE,Cinaflox,Hedera Hélix,FALSE,,,,,,,,,,,,,,,,
Jarabe Cinaflox 120 ml,1974,PET,Blanco,Botella,120 ml,FALSE,Cinaflox,Hedera Hélix,FALSE,,,,,,,,,,,,,,,,
Jarabe Cinaflox 120 ml,1975,CARTÓN,Blanco,Caja,120 ml,N/A,Cinaflox,Hedera Hélix,FALSE,,,,,,,,,,,,,,,,
Té negro de Limón Eistee 400 ml,1976,PET,Transparente,Botella,400 ml,TRUE,Eistee,Té negro,FALSE,,,,,,,,,,,,,,,,
Té negro de Limón Eistee 400 ml,1977,PET,Transparente,Botella,400 ml,FALSE,Eistee,Té negro,FALSE,,,,,,,,,,,,,,,,
Jabón Protex 330 g,1978,PLÁSTICO,Blanco,Envoltorio,330 g,N/A,Protex,Avena,FALSE,,,,,,,,,,,,,,,,
Mantequilla Rama 1000 g,1979,PLÁSTICO,Amarillo y verde,Envase,1000 g,TRUE,Rama,Mantequilla rama,FALSE,,,,,,,,,,,,,,,,
Mantequilla Rama 1000 g,1980,PLÁSTICO,Amarillo y verde,Envase,1000 g,FALSE,Rama,Mantequilla rama,FALSE,,,,,,,,,,,,,,,,
Paquete de Power Ade 500 ml,1981,PLÁSTICO,Negro,Envoltorio,500 ml,N/A,Power Ade,3 botellas,FALSE,,,,,,,,,,,,,,,,
Crema de champiñones Maggie 58 g,1982,PLÁSTICO,Amarillo,Envoltorio,58 g,N/A,Maggie,,FALSE,,,,,,,,,,,,,,,,
Lavaloza Líquido de Limón Dersa 400 ml,1983,PLÁSTICO,Verde,Envoltorio,400 ml,TRUE,Dersa,Desinfectante,FALSE,,,,,,,,,,,,,,,,
Lavaloza Líquido de Limón Dersa 400 ml,1984,PLÁSTICO,Verde,Envoltorio,400 ml,FALSE,Dersa,Desinfectante,FALSE,,,,,,,,,,,,,,,,
Suavizante Manzana Verde Dersa 1500 ml,1985,PLÁSTICO,Colorido opaco,Envoltorio,1500 ml,TRUE,Dersa,,FALSE,,,,,,,,,,,,,,,,
Suavizante Manzana Verde Dersa 1500 ml,1986,PLÁSTICO,Colorido opaco,Envoltorio,1500 ml,FALSE,Dersa,,FALSE,,,,,,,,,,,,,,,,
Desinfectante Fabuloso 1.5 L,1987,PLÁSTICO,Morado,Envoltorio,1.5 L,TRUE,Fabuloso,3 en 1,FALSE,,,,,,,,,,,,,,,,
Desinfectante Fabuloso 1.5 L,1988,PLÁSTICO,Morado,Envoltorio,1.5 L,FALSE,Fabuloso,3 en 1,FALSE,,,,,,,,,,,,,,,,
Lavaloza Líquido La Vaquita 1080 ml,1989,PET,Transparente,Botella,1080 ml,TRUE,La Vaquita,Limón,FALSE,,,,,,,,,,,,,,,,
Lavaloza Líquido La Vaquita 1080 ml,1990,PET,Transparente,Botella,1080 ml,FALSE,La Vaquita,Limón,FALSE,,,,,,,,,,,,,,,,
Sobre de sal Agronal 2 g,1991,PLÁSTICO,Transparente,Envoltorio,2 g,N/A,Agronal,Sal refinada,FALSE,,,,,,,,,,,,,,,,
Blanqueador Brilla King 1000 ml,1992,PLÁSTICO,Azul,Botella,1000 ml,TRUE,BrillaKing,,FALSE,,,,,,,,,,,,,,,,
Blanqueador Brilla King 1000 ml,1993,PLÁSTICO,Azul,Botella,1000 ml,FALSE,BrillaKing,,FALSE,,,,,,,,,,,,,,,,
Ron Viejo de Caldas 1750 ml,1994,VIDRIO,Transparente,Botella,1750 ml,TRUE,Ron Viejo de Caldas,Tradicional,FALSE,,,,,,,,,,,,,,,,
Ron Viejo de Caldas 1750 ml,1995,VIDRIO,Transparente,Botella,1750 ml,FALSE,Ron Viejo de Caldas,Tradicional,FALSE,,,,,,,,,,,,,,,,
Detergente Aroma Floral La Vaquita 2k,1996,PLÁSTICO,Azul,Envoltorio,2k,N/A,La Vaquita,Aroma Floral,FALSE,,,,,,,,,,,,,,,,
Mr Tea Durazno 200 ml,1997,TETRAPACK,Amarillo,Caja,200 ml,N/A,Mr Tea,Durazno,FALSE,Jugo,,,,,,,,,,,,,,,
Para sabor Mayonesa Rizadas 250 g,1998,PLÁSTICO,Amarillo,Envoltorio,250 g,N/A,Rizadas,Mayonesa,FALSE,Snacks,,,,,,,,,,,,,,,
Hit Mora 1L,1999,TETRAPACK,Colorido opaco,Caja,1 L,TRUE,Hit,Mora,FALSE,Jugo,,,,,,,,,,,,,,,
Hit Mora 1L,2000,TETRAPACK,Colorido opaco,Caja,1 L,FALSE,Hit,Mora,FALSE,Jugo,,,,,,,,,,,,,,,
Trident para Gamers Citrus Mix 18 unidades,2001,PLÁSTICO,Morado y negro,Botella,18 unidades,TRUE,Trident,Citrus Mix,FALSE,Dulces/Golosinas,,,,,,,,,,,,,,,
Caja de Leche Entera Latti 200 ml,2002,TETRAPACK,Rojo y blanco,Caja,200 ml,N/A,Latti,Leche entera,FALSE,Leche,,,,,,,,,,,,,,,
Nectar de Manzana Tree Fruts 200 ml,2003,TETRAPACK,Rojo,Caja,200 ml,N/A,Tree Fruts,Manzana,FALSE,Jugo,,,,,,,,,,,,,,,
La Fresita Paleta Fresa 100g,2004,PLÁSTICO,Opaco colorido,Envoltorio,100 g,N/A,La Fresita,Fresa,FALSE,,,,,,,,,,,,,,,,
Alpin Chocolate 180 ml,2005,PLÁSTICO,Blanco,Envoltorio,180 ml,N/A,Alpina,Chocolate,FALSE,,,,,,,,,,,,,,,,
Para Limón Rizadas 250 g,2006,PLÁSTICO,Verde,Envoltorio,250 g,N/A,Rizadas,Limón,FALSE,Snacks,,,,,,,,,,,,,,,
Anillos de Cebolla Yupi 21 g,2007,PLÁSTICO,Blanco,Envoltorio,21 g,N/A,Yupi,Onion Rings,FALSE,Snacks,,,,,,,,,,,,,,,
Rosquillas Seba-Seba 20 g,2008,PLÁSTICO,Opaco colorido,Envoltorio,20 g,N/A,Seba-Seba,Rosquillas,FALSE,Snacks,,,,,,,,,,,,,,,
Bebida energizante Predatos Amper 473 ml,2009,ALUMINIO,Blanco,Lata,473 ml,N/A,Amper,Predator,FALSE,,,,,,,,,,,,,,,,
Celular Genérico,2010,ELECTRÓNICO,N/A,Celular,N/A,N/A,N/A,Celular,FALSE,Celular,,,,,,,,,,,,,,,
Rostro genérico,2011,ORGÁNICO,N/A,Rostro,N/A,N/A,N/A,Persona,FALSE,,,,,,,,,,,,,,,,
Mano genérica,2012,ORGÁNICO,N/A,Mano,N/A,N/A,N/A,Mano,FALSE,,,,,,,,,,,,,,,,
Palitos chinos,2013,MADERA,Marrón,Palito,N/A,N/A,N/A,Palitos chinos para comer,TRUE,,,,,,,,,,,,,,,,
Vino Tinto Cuatro Cumbres 1 L,2014,TETRAPACK,Vino tinto,Caja,1 L,N/A,Cuatro Cumbres,Chile,FALSE,,,,,,,,,,,,,,,,
Pistacho America Natures's Heart 35 g,2015,PLÁSTICO,Blanco,Envoltorio,35 g,N/A,Nature's Heart,Pistacho Americano,FALSE,Snacks,,,,,,,,,,,,,,,
Caja de cigarrillos Chesterfield,2016,CARTÓN,Colorido brillante,Caja,N/A,N/A,Chesterfield,,FALSE,,,,,,,,,,,,,,,,
Biscolata Stix 40 g,2017,CARTÓN,Blanco y café,Caja,40 g,N/A,Biscolata,Stix,FALSE,Snacks,,,,,,,,,,,,,,,
Yogur Mora Latti Latti 1000 ml,2018,PLÁSTICO,Blanco y azul,Envoltorio,1000 ml,N/A,Latti,Mora,FALSE,,,,,,,,,,,,,,,,
Pañuelos Faciales Rendy 10 Unidades,2019,PLÁSTICO,Transparente,Envoltorio,10 unidades,N/A,Rendy,,FALSE,,,,,,,,,,,,,,,,
Recipiente de icopor sucio,2020,ICOPOR,Blanco,Envase,N/A,N/A,N/A,Icopor,TRUE,,,,,,,,,,,,,,,,
Balón de futbol,2021,NO_RECICLABLE,N/A,Balón,N/A,N/A,N/A,,FALSE,,,,,,,,,,,,,,,,
Generic Noxpirin plastic wrapping,2022,PLÁSTICO,Colorido brillante,Envoltorio,N/A,N/A,Noxpirin,,FALSE,,,,,,,,,,,,,,,,
English Breakfast Tea Harney & Sons ,2023,PLÁSTICO,Rojo opaco,Envoltorio,N/A,N/A,Harney & Sons,,FALSE,,,,,,,,,,,,,,,,
Takis Blue Heat 50 g,2024,PLÁSTICO,Colorido brillante,Envoltorio,50 g,N/A,Taki,Pasabocas de maíz enrollados sabor chile y limón,FALSE,Snacks,,,,,,,,,,,,,,,
Generic Manantial plastic bottle,2025,PLÁSTICO,Transparente,Botella,N/A,TRUE,Manantial,,FALSE,Agua,,,,,,,,,,,,,,,
Generic Manantial plastic bottle,2026,PLÁSTICO,Transparente,Botella,N/A,FALSE,Manantial,,FALSE,Agua,,,,,,,,,,,,,,,
Kythos Plátano Maduro 28 g,2027,PLÁSTICO,Opaco colorido,Envoltorio,28 g,N/A,Kythos,Plátano Maduro,FALSE,Snacks,,,,,,,,,,,,,,,
Generic metalic cutlery,2028,METAL,Gris metalizado,Cubiertos,N/A,N/A,N/A,,FALSE,,,,,,,,,,,,,,,,
Generic metalic cutlery dirty,2029,METAL,Gris metalizado,Cubiertos,N/A,N/A,N/A,,FALSE,,,,,,,,,,,,,,,,
Palito de madera para paletas sucio,2030,MADERA,N/A,Palito,N/A,N/A,N/A,N/A,TRUE,,,,,,,,,,,,,,,,
Jugo Tropical Fresky 200 ml,2031,TETRAPACK,Rojo,Caja,200 ml,N/A,Fresky,Tropical,FALSE,Jugo,,,,,,,,,,,,,,,
Generic Heineken glass bottle,2032,VIDRIO,Verde transparente,Botella,N/A,TRUE,Heineken,,FALSE,,,,,,,,,,,,,,,,
Generic Heineken glass bottle,2033,VIDRIO,Verde transparente,Botella,N/A,FALSE,Heineken,,FALSE,,,,,,,,,,,,,,,,
Choc Melos Bessos 30 g,2034,PLÁSTICO,Rojo,Envoltorio,30 g,N/A,ChocMelos,Bessos,FALSE,Snacks,,,,,,,,,,,,,,,
Barquillos de Fresa Miniso 43 g,2035,CARTÓN,Rosado,Caja,43 g,N/A,Miniso,Fresa,FALSE,Snacks,,,,,,,,,,,,,,,
Pasabocas Todo Rico Bar-B-Q 150 g,2036,PLÁSTICO,Colorido brillante,Envoltorio,150 g,N/A,Todo Rico,Bar-B-Q,FALSE,Snacks,,,,,,,,,,,,,,,
Chantilly Kulfi 250 g,2037,MIXTO_RECICLABLE,Azul metalizado,Envase,250 g,TRUE,Kulfi,Crema vegetal,FALSE,,,,,,,,,,,,,,,,
Chantilly Kulfi 250 g,2038,MIXTO_RECICLABLE,Azul metalizado,Envase,250 g,FALSE,Kulfi,Crema vegetal,FALSE,,,,,,,,,,,,,,,,
Syrup Quicksy 355 ml,2039,PLÁSTICO,Transparente,Envase,355 ml,TRUE,Quicksy,Pancakes & Waffles,FALSE,,,,,,,,,,,,,,,,
Syrup Quicksy 355 ml,2040,PLÁSTICO,Transparente,Envase,355 ml,FALSE,Quicksy,Pancakes & Waffles,FALSE,,,,,,,,,,,,,,,,
Generic Paper Cup,2041,PAPER_CUP,N/A,Envase,N/A,TRUE,N/A,N/A,FALSE,,,,,,,,,,,,,,,,
Chicle Hubba Bubba Bubble Tapo 56.7 g,2042,PLÁSTICO,Rosado,N/A,56.7 g,N/A,Hubba Bubba,Bubble Tapo,FALSE,Snacks,,,,,,,,,,,,,,,
Trululu Gomitas Splash 70 g,2043,PLÁSTICO,Colorido brillante,Envoltorio,70 g,N/A,Trululu,Splash,FALSE,Snacks,,,,,,,,,,,,,,,
Generic Shoes,2044,NO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,Zapatos genéricos,FALSE,,,,,,,,,,,,,,,,
,2045,,,,,,,,,,,,,,,,,,,,,,,,
,2046,,,,,,,,,,,,,,,,,,,,,,,,
,2047,,,,,,,,,,,,,,,,,,,,,,,,
,2048,,,,,,,,,,,,,,,,,,,,,,,,
,2049,,,,,,,,,,,,,,,,,,,,,,,,
,2050,,,,,,,,,,,,,,,,,,,,,,,,
,2051,,,,,,,,,,,,,,,,,,,,,,,,
,2052,,,,,,,,,,,,,,,,,,,,,,,,
,2053,,,,,,,,,,,,,,,,,,,,,,,,
,2054,,,,,,,,,,,,,,,,,,,,,,,,
,2055,,,,,,,,,,,,,,,,,,,,,,,,
,2056,,,,,,,,,,,,,,,,,,,,,,,,
,2057,,,,,,,,,,,,,,,,,,,,,,,,
,2058,,,,,,,,,,,,,,,,,,,,,,,,
,2059,,,,,,,,,,,,,,,,,,,,,,,,
,2060,,,,,,,,,,,,,,,,,,,,,,,,
,2061,,,,,,,,,,,,,,,,,,,,,,,,
,2062,,,,,,,,,,,,,,,,,,,,,,,,
,2063,,,,,,,,,,,,,,,,,,,,,,,,
,2064,,,,,,,,,,,,,,,,,,,,,,,,
,2065,,,,,,,,,,,,,,,,,,,,,,,,
,2066,,,,,,,,,,,,,,,,,,,,,,,,
,2067,,,,,,,,,,,,,,,,,,,,,,,,
,2068,,,,,,,,,,,,,,,,,,,,,,,,
,2069,,,,,,,,,,,,,,,,,,,,,,,,
,2070,,,,,,,,,,,,,,,,,,,,,,,,
,2071,,,,,,,,,,,,,,,,,,,,,,,,
,2072,,,,,,,,,,,,,,,,,,,,,,,,
,2073,,,,,,,,,,,,,,,,,,,,,,,,
,2074,,,,,,,,,,,,,,,,,,,,,,,,
,2075,,,,,,,,,,,,,,,,,,,,,,,,
,2076,,,,,,,,,,,,,,,,,,,,,,,,
,2077,,,,,,,,,,,,,,,,,,,,,,,,
,2078,,,,,,,,,,,,,,,,,,,,,,,,
,2079,,,,,,,,,,,,,,,,,,,,,,,,
,2080,,,,,,,,,,,,,,,,,,,,,,,,
,2081,,,,,,,,,,,,,,,,,,,,,,,,
,2082,,,,,,,,,,,,,,,,,,,,,,,,
,2083,,,,,,,,,,,,,,,,,,,,,,,,
,2084,,,,,,,,,,,,,,,,,,,,,,,,
,2085,,,,,,,,,,,,,,,,,,,,,,,,
,2086,,,,,,,,,,,,,,,,,,,,,,,,
,2087,,,,,,,,,,,,,,,,,,,,,,,,
,2088,,,,,,,,,,,,,,,,,,,,,,,,
,2089,,,,,,,,,,,,,,,,,,,,,,,,
,2090,,,,,,,,,,,,,,,,,,,,,,,,
,2091,,,,,,,,,,,,,,,,,,,,,,,,
,2092,,,,,,,,,,,,,,,,,,,,,,,,
,2093,,,,,,,,,,,,,,,,,,,,,,,,
,2094,,,,,,,,,,,,,,,,,,,,,,,,
,2095,,,,,,,,,,,,,,,,,,,,,,,,
,2096,,,,,,,,,,,,,,,,,,,,,,,,
,2097,,,,,,,,,,,,,,,,,,,,,,,,
,2098,,,,,,,,,,,,,,,,,,,,,,,,
,2099,,,,,,,,,,,,,,,,,,,,,,,,
,2100,,,,,,,,,,,,,,,,,,,,,,,,
,2101,,,,,,,,,,,,,,,,,,,,,,,,
,2102,,,,,,,,,,,,,,,,,,,,,,,,
,2103,,,,,,,,,,,,,,,,,,,,,,,,
